sample_ID	reads_ID	Source	Origin	Microorganism	country	clindamycin	erythromycin	linezolid	vancomycin	cefepime	cefotaxime	ceftazidime	ertapenem	imipenem	meropenem	tigecycline	colistin	sulfamethoxazole	trimethoprim
SRR3295711	SRR3295711_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295712	SRR3295712_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295713	SRR3295713_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295714	SRR3295714_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295715	SRR3295715_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295716	SRR3295716_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295717	SRR3295717_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295718	SRR3295718_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295719	SRR3295719_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295720	SRR3295720_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295721	SRR3295721_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295722	SRR3295722_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295723	SRR3295723_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295724	SRR3295724_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295725	SRR3295725_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295726	SRR3295726_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295727	SRR3295727_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295728	SRR3295728_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295729	SRR3295729_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295730	SRR3295730_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295731	SRR3295731_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295732	SRR3295732_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295733	SRR3295733_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295734	SRR3295734_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295735	SRR3295735_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295736	SRR3295736_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295737	SRR3295737_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295738	SRR3295738_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295739	SRR3295739_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295740	SRR3295740_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295741	SRR3295741_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295742	SRR3295742_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295743	SRR3295743_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295744	SRR3295744_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295745	SRR3295745_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295746	SRR3295746_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295747	SRR3295747_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295748	SRR3295748_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295749	SRR3295749_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295751	SRR3295751_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295752	SRR3295752_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295753	SRR3295753_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295754	SRR3295754_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295755	SRR3295755_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295756	SRR3295756_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295757	SRR3295757_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295758	SRR3295758_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295759	SRR3295759_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295760	SRR3295760_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295761	SRR3295761_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295762	SRR3295762_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295763	SRR3295763_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295764	SRR3295764_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295765	SRR3295765_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295766	SRR3295766_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295767	SRR3295767_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295768	SRR3295768_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295769	SRR3295769_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295770	SRR3295770_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295771	SRR3295771_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295772	SRR3295772_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295773	SRR3295773_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295774	SRR3295774_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295775	SRR3295775_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295776	SRR3295776_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295777	SRR3295777_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295778	SRR3295778_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295779	SRR3295779_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295780	SRR3295780_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295781	SRR3295781_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295782	SRR3295782_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295783	SRR3295783_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295784	SRR3295784_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295785	SRR3295785_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295786	SRR3295786_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295787	SRR3295787_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295788	SRR3295788_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295789	SRR3295789_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295790	SRR3295790_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295791	SRR3295791_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295792	SRR3295792_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295793	SRR3295793_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295794	SRR3295794_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295795	SRR3295795_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295796	SRR3295796_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295797	SRR3295797_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295798	SRR3295798_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295799	SRR3295799_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295800	SRR3295800_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295801	SRR3295801_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295804	SRR3295804_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295805	SRR3295805_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295806	SRR3295806_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295807	SRR3295807_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295808	SRR3295808_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295809	SRR3295809_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295810	SRR3295810_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295811	SRR3295811_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295812	SRR3295812_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295813	SRR3295813_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295815	SRR3295815_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295816	SRR3295816_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295817	SRR3295817_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295818	SRR3295818_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295819	SRR3295819_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295820	SRR3295820_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295821	SRR3295821_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295822	SRR3295822_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295823	SRR3295823_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295824	SRR3295824_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295825	SRR3295825_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295826	SRR3295826_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295827	SRR3295827_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295828	SRR3295828_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295829	SRR3295829_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295830	SRR3295830_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295832	SRR3295832_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295833	SRR3295833_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295835	SRR3295835_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295837	SRR3295837_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295838	SRR3295838_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295839	SRR3295839_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295840	SRR3295840_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295841	SRR3295841_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295842	SRR3295842_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295843	SRR3295843_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295844	SRR3295844_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295845	SRR3295845_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295846	SRR3295846_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295848	SRR3295848_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295849	SRR3295849_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295850	SRR3295850_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295851	SRR3295851_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295852	SRR3295852_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295853	SRR3295853_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295855	SRR3295855_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295856	SRR3295856_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295857	SRR3295857_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295858	SRR3295858_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295859	SRR3295859_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295860	SRR3295860_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295861	SRR3295861_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295862	SRR3295862_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295863	SRR3295863_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295864	SRR3295864_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295865	SRR3295865_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295866	SRR3295866_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295867	SRR3295867_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295868	SRR3295868_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295869	SRR3295869_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295871	SRR3295871_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295872	SRR3295872_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295873	SRR3295873_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295874	SRR3295874_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295875	SRR3295875_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295876	SRR3295876_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295877	SRR3295877_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295879	SRR3295879_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295880	SRR3295880_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295881	SRR3295881_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295882	SRR3295882_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295883	SRR3295883_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295884	SRR3295884_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295885	SRR3295885_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295886	SRR3295886_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295887	SRR3295887_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295888	SRR3295888_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295889	SRR3295889_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295890	SRR3295890_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295891	SRR3295891_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295893	SRR3295893_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295894	SRR3295894_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295895	SRR3295895_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295896	SRR3295896_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295897	SRR3295897_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295898	SRR3295898_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295899	SRR3295899_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295900	SRR3295900_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295901	SRR3295901_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295902	SRR3295902_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295903	SRR3295903_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295904	SRR3295904_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295905	SRR3295905_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295906	SRR3295906_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295907	SRR3295907_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295908	SRR3295908_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295909	SRR3295909_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295911	SRR3295911_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295913	SRR3295913_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295914	SRR3295914_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295915	SRR3295915_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295916	SRR3295916_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295917	SRR3295917_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295918	SRR3295918_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295919	SRR3295919_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295920	SRR3295920_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295921	SRR3295921_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295922	SRR3295922_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295923	SRR3295923_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295924	SRR3295924_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295925	SRR3295925_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295927	SRR3295927_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295928	SRR3295928_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295929	SRR3295929_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295930	SRR3295930_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295931	SRR3295931_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295932	SRR3295932_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295935	SRR3295935_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295936	SRR3295936_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295937	SRR3295937_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295938	SRR3295938_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295939	SRR3295939_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295940	SRR3295940_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295941	SRR3295941_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295942	SRR3295942_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295943	SRR3295943_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295944	SRR3295944_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295947	SRR3295947_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295948	SRR3295948_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295949	SRR3295949_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295950	SRR3295950_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295951	SRR3295951_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295952	SRR3295952_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295954	SRR3295954_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295955	SRR3295955_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295956	SRR3295956_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295957	SRR3295957_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295958	SRR3295958_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295959	SRR3295959_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295960	SRR3295960_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295961	SRR3295961_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295962	SRR3295962_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295963	SRR3295963_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295964	SRR3295964_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295965	SRR3295965_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295966	SRR3295966_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295967	SRR3295967_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3330375	SRR3330375_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3344468	SRR3344468_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3665074	SRR3665074_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932880	SRR3932880_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932881	SRR3932881_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932882	SRR3932882_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932883	SRR3932883_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932884	SRR3932884_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932885	SRR3932885_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932887	SRR3932887_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932888	SRR3932888_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932889	SRR3932889_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932890	SRR3932890_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932891	SRR3932891_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932892	SRR3932892_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932893	SRR3932893_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932895	SRR3932895_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932896	SRR3932896_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932897	SRR3932897_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932898	SRR3932898_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932899	SRR3932899_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932900	SRR3932900_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932902	SRR3932902_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932903	SRR3932903_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932905	SRR3932905_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932906	SRR3932906_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932907	SRR3932907_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932908	SRR3932908_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932909	SRR3932909_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932910	SRR3932910_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932911	SRR3932911_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932912	SRR3932912_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932913	SRR3932913_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932914	SRR3932914_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932915	SRR3932915_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932916	SRR3932916_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932917	SRR3932917_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932918	SRR3932918_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932919	SRR3932919_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932920	SRR3932920_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932921	SRR3932921_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932922	SRR3932922_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932923	SRR3932923_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932924	SRR3932924_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932925	SRR3932925_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932926	SRR3932926_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932927	SRR3932927_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932929	SRR3932929_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932931	SRR3932931_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932932	SRR3932932_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932933	SRR3932933_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932934	SRR3932934_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932935	SRR3932935_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932936	SRR3932936_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932938	SRR3932938_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932940	SRR3932940_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932941	SRR3932941_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932942	SRR3932942_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
