# Document with the sample ids, reads ids, source of the bacteria, program under the sample has been extracted, microorganism
## Data from Conneticut
## Confidential
,sample_ID,reads_ID,Source,Origin,Microorganism
907,SRR3932991,SRR3932991_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
908,SRR3932992,SRR3932992_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
909,SRR3932993,SRR3932993_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
910,SRR3932994,SRR3932994_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
911,SRR3932996,SRR3932996_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
912,SRR3932997,SRR3932997_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
913,SRR3932998,SRR3932998_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
914,SRR3932999,SRR3932999_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
915,SRR3933000,SRR3933000_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
916,SRR3933001,SRR3933001_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
917,SRR3933002,SRR3933002_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
918,SRR3933003,SRR3933003_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
919,SRR3933004,SRR3933004_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
920,SRR3933006,SRR3933006_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
921,SRR3933007,SRR3933007_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
922,SRR3933008,SRR3933008_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
923,SRR3933009,SRR3933009_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
924,SRR3933010,SRR3933010_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
925,SRR3933011,SRR3933011_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
926,SRR3933012,SRR3933012_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
927,SRR3933013,SRR3933013_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
928,SRR3933014,SRR3933014_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
929,SRR3933015,SRR3933015_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
930,SRR3933016,SRR3933016_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
931,SRR3933017,SRR3933017_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
932,SRR3933018,SRR3933018_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
933,SRR3933019,SRR3933019_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
934,SRR3933020,SRR3933020_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
935,SRR3933021,SRR3933021_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
936,SRR3933022,SRR3933022_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
937,SRR3933023,SRR3933023_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
938,SRR3933024,SRR3933024_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
939,SRR3933025,SRR3933025_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
940,SRR3933026,SRR3933026_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
941,SRR3933027,SRR3933027_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
942,SRR3933029,SRR3933029_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
943,SRR3933031,SRR3933031_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
944,SRR3933032,SRR3933032_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
945,SRR3933033,SRR3933033_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
946,SRR3933034,SRR3933034_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
947,SRR3933035,SRR3933035_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
948,SRR3933037,SRR3933037_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
949,SRR3933038,SRR3933038_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
950,SRR3933040,SRR3933040_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
951,SRR3933041,SRR3933041_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
952,SRR3933043,SRR3933043_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
953,SRR3933044,SRR3933044_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
954,SRR3933045,SRR3933045_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
955,SRR3933046,SRR3933046_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
956,SRR3933047,SRR3933047_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
957,SRR3933049,SRR3933049_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
958,SRR3933050,SRR3933050_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
959,SRR3933051,SRR3933051_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
960,SRR3933053,SRR3933053_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
961,SRR3933056,SRR3933056_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
962,SRR3933057,SRR3933057_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
963,SRR3933058,SRR3933058_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
964,SRR3933059,SRR3933059_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
965,SRR3933060,SRR3933060_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
966,SRR3933061,SRR3933061_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
967,SRR3933062,SRR3933062_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
968,SRR3933063,SRR3933063_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
969,SRR3933064,SRR3933064_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
970,SRR3933065,SRR3933065_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
971,SRR3933066,SRR3933066_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
972,SRR3933067,SRR3933067_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
973,SRR3933070,SRR3933070_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
974,SRR3933073,SRR3933073_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
975,SRR3933074,SRR3933074_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
976,SRR3933075,SRR3933075_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
977,SRR3933076,SRR3933076_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
978,SRR3933077,SRR3933077_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
979,SRR3933078,SRR3933078_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
980,SRR3933079,SRR3933079_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
981,SRR3933080,SRR3933080_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
982,SRR3933081,SRR3933081_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
983,SRR3933082,SRR3933082_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
984,SRR3933083,SRR3933083_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
985,SRR3933084,SRR3933084_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
986,SRR3933085,SRR3933085_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
987,SRR3933086,SRR3933086_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
988,SRR4280560,SRR4280560_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
989,SRR4280561,SRR4280561_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
990,SRR4280562,SRR4280562_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
991,SRR4280563,SRR4280563_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
992,SRR4280564,SRR4280564_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
993,SRR4280565,SRR4280565_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
994,SRR4280566,SRR4280566_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
995,SRR4280567,SRR4280567_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
996,SRR4280568,SRR4280568_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
997,SRR4280569,SRR4280569_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
998,SRR4280572,SRR4280572_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
999,SRR4280573,SRR4280573_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1000,SRR4280574,SRR4280574_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1001,SRR4280575,SRR4280575_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1002,SRR4280576,SRR4280576_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1003,SRR4280577,SRR4280577_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1004,SRR4280578,SRR4280578_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1005,SRR4280579,SRR4280579_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1006,SRR4280580,SRR4280580_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1007,SRR4280581,SRR4280581_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1008,SRR4280582,SRR4280582_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1009,SRR4280583,SRR4280583_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1010,SRR4280584,SRR4280584_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1011,SRR4280585,SRR4280585_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1012,SRR4280586,SRR4280586_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1013,SRR4280587,SRR4280587_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1014,SRR4280588,SRR4280588_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1015,SRR4280589,SRR4280589_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1016,SRR4280590,SRR4280590_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1017,SRR4280591,SRR4280591_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1018,SRR4280592,SRR4280592_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1019,SRR4280593,SRR4280593_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1020,SRR4280594,SRR4280594_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1021,SRR4280595,SRR4280595_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1022,SRR4280596,SRR4280596_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1023,SRR4280597,SRR4280597_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1024,SRR4280598,SRR4280598_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1025,SRR4280599,SRR4280599_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1026,SRR4280600,SRR4280600_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1027,SRR4280601,SRR4280601_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1028,SRR4280602,SRR4280602_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1029,SRR4280603,SRR4280603_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1030,SRR4280604,SRR4280604_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1031,SRR4280605,SRR4280605_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1032,SRR4280606,SRR4280606_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1033,SRR4280607,SRR4280607_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1034,SRR4280608,SRR4280608_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1035,SRR4280609,SRR4280609_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1036,SRR4280610,SRR4280610_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1037,SRR4280612,SRR4280612_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1038,SRR4280613,SRR4280613_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1039,SRR4280614,SRR4280614_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1040,SRR4280615,SRR4280615_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1041,SRR4280616,SRR4280616_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1042,SRR4280617,SRR4280617_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1043,SRR4280618,SRR4280618_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1044,SRR4280619,SRR4280619_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1045,SRR4280620,SRR4280620_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1046,SRR4280621,SRR4280621_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1047,SRR4280622,SRR4280622_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1048,SRR4280623,SRR4280623_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1049,SRR4280624,SRR4280624_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1050,SRR4280625,SRR4280625_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1051,SRR4280626,SRR4280626_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1052,SRR4280627,SRR4280627_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1053,SRR4280628,SRR4280628_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1054,SRR4280629,SRR4280629_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1055,SRR4280631,SRR4280631_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1056,SRR4280632,SRR4280632_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1057,SRR4280634,SRR4280634_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1058,SRR4280635,SRR4280635_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1059,SRR4280636,SRR4280636_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1060,SRR4280637,SRR4280637_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1061,SRR4280638,SRR4280638_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1062,SRR4280639,SRR4280639_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1063,SRR4280640,SRR4280640_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1064,SRR4280641,SRR4280641_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1065,SRR4280642,SRR4280642_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1066,SRR4280643,SRR4280643_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1067,SRR4280644,SRR4280644_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1068,SRR4280645,SRR4280645_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1069,SRR4280646,SRR4280646_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
1070,SRR4280647,SRR4280647_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
